id,observed_on_string,observed_on,Unnamed: 3,year,time_observed_at,time_zone,user_id,user_login,Source,created_at,updated_at,quality_grade,license,url,image_url,place_guess,latitude,longitude,species_guess,scientific_name,common_name,taxon_id,combined lat and long
,,26/12/2020,,,26/12/2020 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.35989,7.227506,,Hesperomyces virescens,,,"51.35989,7.227506"
67482956,2021/01/02 10:13 AM CET,2/1/21 0:00,,,2021-01-02 09:13:00 UTC,Berlin,790453,dallenstein,iNaturalist,2021-01-02 23:09:31 UTC,2021-03-10 05:31:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67482956,https://inaturalist-open-data.s3.amazonaws.com/photos/109035223/medium.jpeg,"Paderborn, Deutschland",51.75114,8.690446,Green Beetle Hanger,Hesperomyces virescens,,,"51.75114,8.690446"
71075191,2021/01/18 2:56 PM CET,18/01/2021,,,2021-01-18 13:56:00 UTC,Paris,1831891,samre,iNaturalist,2021-03-12 18:26:33 UTC,2021-03-12 18:45:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71075191,https://inaturalist-open-data.s3.amazonaws.com/photos/115657549/medium.jpg,"10045 Piossasco TO, Italia",44.99074,7.468543,Green Beetle Hanger,Hesperomyces virescens,,,"44.99074,7.468543"
69494875,2021/02/13 10:19 AM CET,13/02/2021,,,2021-02-13 09:19:00 UTC,Paris,1992254,agujaceratops,iNaturalist,2021-02-13 09:29:35 UTC,2021-03-10 05:31:30 UTC,research,CC0,https://www.inaturalist.org/observations/69494875,https://inaturalist-open-data.s3.amazonaws.com/photos/112772486/medium.jpeg,"37671 HÃƒÂ¶xter, Germany",51.82112,9.374757,Green Beetle Hanger,Hesperomyces virescens,,,"51.82112,9.374757"
69859253,Sat Feb 20 2021 14:28:00 GMT+0100 (GMT+1),20/02/2021,,,2021-02-20 13:28:00 UTC,Berlin,1952440,peter_gabler,iNaturalist,2021-02-20 13:51:50 UTC,2021-03-10 05:31:28 UTC,research,CC0,https://www.inaturalist.org/observations/69859253,https://inaturalist-open-data.s3.amazonaws.com/photos/113456352/medium.jpg,"Michael-Wolgemut-StraÃƒÅ¸e, Zwickau, Sachsen, DE",50.72712,12.51149,Green Beetle Hanger,Hesperomyces virescens,,,"50.72712,12.51149"
69869911,2021-02-20 1:12:00 PM GMT+01:00,20/02/2021,,,2021-02-20 12:12:00 UTC,Amsterdam,2886075,silviacecini,iNaturalist,2021-02-20 17:40:28 UTC,2021-03-10 05:27:31 UTC,research,,https://www.inaturalist.org/observations/69869911,https://static.inaturalist.org/photos/113476470/medium.jpeg,"Como, Lombardia, IT",45.80597,8.984558,Green Beetle Hanger,Hesperomyces virescens,,,"45.80597,8.984558"
,,21/02/2021,,,21/02/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.07385,8.624015,,Hesperomyces virescens,,,"50.07385,8.624015"
70727763,2021/02/22 3:39 PM CET,22/02/2021,,,2021-02-22 14:39:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2021-03-07 09:59:06 UTC,2021-03-10 05:27:01 UTC,research,CC-BY,https://www.inaturalist.org/observations/70727763,https://inaturalist-open-data.s3.amazonaws.com/photos/115033402/medium.jpeg,"GÃƒÂ¼ntzelkiez, Berlin, Germany",52.49151,13.32399,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"52.49151,13.32399"
70554210,2021-02-23 12:33:52 PM GMT+01:00,23/02/2021,,,2021-02-23 11:33:52 UTC,Berlin,2312646,tymdek,iNaturalist,2021-03-04 14:18:06 UTC,2022-04-28 19:43:21 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/70554210,https://static.inaturalist.org/photos/114722789/medium.jpeg,"Lehe, Bremen, Deutschland",53.10567,8.865518,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"53.10567,8.865518"
70935245,2021/03/02 2:19 PM CET,2/3/21 0:00,,,2021-03-02 13:19:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2021-03-10 12:21:09 UTC,2021-03-10 13:06:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/70935245,https://inaturalist-open-data.s3.amazonaws.com/photos/115409456/medium.jpeg,"GÃƒÂ¼ntzelkiez, Berlin, Germany",52.48856,13.32095,Green Beetle Hanger,Hesperomyces virescens,,,"52.48856,13.32095"
83393274,2021/03/03 7:18 PM +0300,3/3/21 0:00,,,2021-03-03 16:18:00 UTC,Istanbul,4594490,chiburator,iNaturalist,2021-06-17 15:20:23 UTC,2021-11-13 00:05:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/83393274,https://inaturalist-open-data.s3.amazonaws.com/photos/136957463/medium.jpg,"1415 Ãâ€˜ÃÂ¾Ã‘â€šÃÂ°ÃÂ½ÃÂ¸Ã‘â€¡ÃÂµÃ‘ÂÃÂºÃÂ° Ãâ€œÃ‘â‚¬ÃÂ°ÃÂ´ÃÂ¸ÃÂ½ÃÂ°, ÃÂ¡ÃÂ¾Ã‘â€žÃÂ¸Ã‘Â, Ãâ€˜Ã‘Å ÃÂ»ÃÂ³ÃÂ°Ã‘â‚¬ÃÂ¸Ã‘Â",42.64213,23.30092,Green Beetle Hanger,Hesperomyces virescens,,,"42.64213,23.30092"
75520779,2021/03/13 10:30 AM +0300,13/03/2021,,,2021-03-13 07:30:00 UTC,Istanbul,1703763,zmei,iNaturalist,2021-04-28 07:48:26 UTC,2021-06-27 19:19:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75520779,https://inaturalist-open-data.s3.amazonaws.com/photos/123567841/medium.jpg,"1303 Zona B-5, Sofia, Bulgaria",42.69749,23.30735,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"42.69749,23.30735"
71484214,Thu Mar 18 2021 11:58:27 GMT+0100 (GMT+1),18/03/2021,,,2021-03-18 10:58:27 UTC,Berlin,1859834,philipp17,iNaturalist,2021-03-18 13:29:21 UTC,2021-03-18 13:42:50 UTC,research,,https://www.inaturalist.org/observations/71484214,https://static.inaturalist.org/photos/116393278/medium.jpg,"Am Bahnhof, March, Baden-WÃƒÂ¼rttemberg, DE",48.04863,7.784253,Green Beetle Hanger,Hesperomyces virescens,,,"48.04863,7.784253"
71757289,2021-03-21 2:37:42 PM GMT+01:00,21/03/2021,,,2021-03-21 13:37:42 UTC,Berlin,2312646,tymdek,iNaturalist,2021-03-21 23:54:27 UTC,2022-04-28 19:43:21 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/71757289,https://static.inaturalist.org/photos/116877444/medium.jpeg,"Lehe, Bremen, Deutschland",53.09753,8.882519,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"53.09753,8.882519"
,,26/03/2021,,,26/03/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.52359,13.28994,,Hesperomyces virescens,,,"52.52359,13.28994"
,,27/03/2021,,,27/03/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.434,7.030202,,Hesperomyces virescens,,,"51.434,7.030202"
,,28/03/2021,,,28/03/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.4505,7.056501,,Hesperomyces virescens,,,"51.4505,7.056501"
,,29/03/2021,,,29/03/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.61666,7.950153,,Hesperomyces virescens,,,"51.61666,7.950153"
72607016,2021/03/31 9:06 AM EEST,31/03/2021,,,2021-03-31 06:06:00 UTC,Sofia,215001,katya,iNaturalist,2021-04-01 14:23:33 UTC,2021-06-27 19:20:02 UTC,research,CC0,https://www.inaturalist.org/observations/72607016,https://inaturalist-open-data.s3.amazonaws.com/photos/118408536/medium.jpg,"Tsentar, Bulgaria",42.27524,27.74767,Green Beetle Hanger,Hesperomyces virescens,,,"42.27524,27.74767"
72621602,2021/03/31 6:57 PM CEST,31/03/2021,,,2021-03-31 16:57:00 UTC,Paris,1506635,martinvas,iNaturalist,2021-04-01 18:09:35 UTC,2021-04-01 20:43:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72621602,https://inaturalist-open-data.s3.amazonaws.com/photos/118435377/medium.jpeg,"682 01 VyÃ…Â¡kov, Ã„Å’esko",49.29458,17.01162,Green Beetle Hanger,Hesperomyces virescens,,,"49.29458,17.01162"
,,4/4/21 0:00,,,4/4/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.4878,7.035456,,Hesperomyces virescens,,,"51.4878,7.035456"
72994069,2021-04-05 11:56:49 AM GMT+02:00,5/4/21 0:00,,,2021-04-05 09:56:49 UTC,Pretoria,2818313,christina_dck,iNaturalist,2021-04-05 10:05:37 UTC,2021-04-28 09:45:44 UTC,research,,https://www.inaturalist.org/observations/72994069,https://static.inaturalist.org/photos/119113410/medium.jpeg,"28355 Bremen, Deutschland",53.09619,8.926377,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"53.09619,8.926377"
73828932,2021-04-09 6:04:12 PM GMT+02:00,9/4/21 0:00,,,2021-04-09 16:04:12 UTC,Pretoria,2312646,tymdek,iNaturalist,2021-04-13 10:00:50 UTC,2022-04-28 19:43:21 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/73828932,https://static.inaturalist.org/photos/120589755/medium.jpeg,"Saarland, DE",49.22135,6.615281,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.22135,6.615281"
,,17/04/2021,,,17/04/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.52359,13.28994,,Hesperomyces virescens,,,"52.52359,13.28994"
,,18/04/2021,,,18/04/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.42947,7.030824,,Hesperomyces virescens,,,"51.42947,7.030824"
,,19/04/2021,,,19/04/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.63651,13.49258,,Hesperomyces virescens,,,"52.63651,13.49258"
74785236,2021/04/21 4:06 PM EEST,21/04/2021,,,2021-04-21 13:06:00 UTC,Athens,2562872,panagiotisd,iNaturalist,2021-04-21 23:36:52 UTC,2021-04-22 02:10:40 UTC,research,,https://www.inaturalist.org/observations/74785236,https://static.inaturalist.org/photos/122272010/medium.jpg,"West Macedonia Region, Greece",40.30041,21.79036,Green Beetle Hanger,Hesperomyces virescens,,,"40.30041,21.79036"
74906633,2021-04-21 1:46:22 PM GMT+02:00,21/04/2021,,,2021-04-21 11:46:22 UTC,Pretoria,3136392,exornali,iNaturalist,2021-04-23 05:53:17 UTC,2021-06-09 20:55:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74906633,https://inaturalist-open-data.s3.amazonaws.com/photos/122485745/medium.jpeg,"84200 Carpentras, France",44.10208,5.044736,Green Beetle Hanger,Hesperomyces virescens,,,"44.10208,5.044736"
75481700,2021/04/25 11:11 AM CEST,25/04/2021,,,2021-04-25 09:11:00 UTC,Paris,1891727,donalddavesne,iNaturalist,2021-04-27 22:47:43 UTC,2021-04-28 14:26:40 UTC,research,,https://www.inaturalist.org/observations/75481700,https://inaturalist-open-data.s3.amazonaws.com/photos/123495563/medium.jpg,"82130 L'Honor-de-Cos, France",44.08596,1.356868,Green Beetle Hanger,Hesperomyces virescens,,,"44.08596,1.356868"
107000000,2021/04/25 3:53 AM HST,25/04/2021,,,2021-04-25 13:53:00 UTC,Hawaii,1845968,lorenzoco,iNaturalist,2022-02-17 15:06:43 UTC,2022-02-17 17:20:18 UTC,research,,https://www.inaturalist.org/observations/106919168,https://static.inaturalist.org/photos/179719110/medium.jpg,"CittÃƒ Metropolitana di Bologna, Italia",44.53229,11.42468,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"44.53229,11.42468"
,,25/04/2021,,,25/04/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.37394,11.04034,,Hesperomyces virescens,,,"49.37394,11.04034"
,,25/04/2021,,,25/04/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,48.9907,9.000719,,Hesperomyces virescens,,,"48.9907,9.000719"
,,2/5/21 0:00,,,2/5/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.42947,7.030824,,Hesperomyces virescens,,,"51.42947,7.030824"
77066735,2021/05/03 12:28 PM CEST,3/5/21 0:00,,,2021-05-03 10:28:00 UTC,Vienna,2467347,gertiseiser,iNaturalist,2021-05-03 20:33:28 UTC,2021-05-03 20:44:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77066735,https://inaturalist-open-data.s3.amazonaws.com/photos/126029611/medium.jpg,"Leopoldstadt, 1020 Wien, Ãƒâ€“sterreich",48.22138,16.37868,Green Beetle Hanger,Hesperomyces virescens,,,"48.22138,16.37868"
77878497,########,8/5/21 0:00,,,2021-05-08 10:53:33 UTC,Paris,2516185,chrissw,iNaturalist,2021-05-08 11:35:12 UTC,2021-05-08 14:09:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77878497,https://inaturalist-open-data.s3.amazonaws.com/photos/127399200/medium.jpeg,"73431 Aalen, Deutschland",48.82929,10.0913,Green Beetle Hanger,Hesperomyces virescens,,,"48.82929,10.0913"
78017796,2021/05/08 2:29 PM CEST,8/5/21 0:00,,,2021-05-08 12:29:00 UTC,Paris,2939071,khd,iNaturalist,2021-05-09 05:37:42 UTC,2021-05-09 14:06:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78017796,https://static.inaturalist.org/photos/127636539/medium.jpeg,"Bickenbach, Deutschland",49.76906,8.586303,Green Beetle Hanger,Hesperomyces virescens,,,"49.76906,8.586303"
108000000,2021/05/08 6:40 PM CEST,8/5/21 0:00,,,2021-05-08 16:40:00 UTC,Berlin,706076,crawlingworld,iNaturalist,2022-03-11 11:03:46 UTC,2022-03-11 11:24:12 UTC,needs_id,,https://www.inaturalist.org/observations/108358164,https://static.inaturalist.org/photos/182423580/medium.jpg,"Mettingen, 73733 Esslingen, Germany",48.74844,9.276384,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.74844,9.276384"
,,8/5/21 0:00,,,8/5/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.42947,7.030824,,Hesperomyces virescens,,,"51.42947,7.030824"
,,8/5/21 0:00,,,8/5/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.77367,8.598604,,Hesperomyces virescens,,,"49.77367,8.598604"
78194299,########,9/5/21 0:00,,,2021-05-09 08:24:40 UTC,Rome,233701,enrico_castello,iNaturalist,2021-05-10 05:57:08 UTC,2021-12-23 21:56:31 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/78194299,https://inaturalist-open-data.s3.amazonaws.com/photos/127652911/medium.jpeg,"10024 Moncalieri TO, Italia",44.9546,7.703298,Green Beetle Hanger,Hesperomyces virescens,,,"44.9546,7.703298"
,,9/5/21 0:00,,,9/5/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.48149,6.782169,,Hesperomyces virescens,,,"51.48149,6.782169"
,,10/5/21 0:00,,,10/5/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.57359,13.20662,,Hesperomyces virescens,,,"52.57359,13.20662"
78334435,2021-05-11 12:01:08 PM GMT+02:00,11/5/21 0:00,,,2021-05-11 12:01:08 UTC,UTC,2333417,carlotita,iNaturalist,2021-05-11 11:49:50 UTC,2022-01-28 02:38:05 UTC,needs_id,,https://www.inaturalist.org/observations/78334435,https://static.inaturalist.org/photos/128186556/medium.jpeg,"Jeanne d'Arc-Longs-Champs-Beaulieu, Rennes, France",48.12127,-1.64004,Stigmatomyces,Stigmatomyces,,,"48.12127,-1.64004"
,,13/05/2021,,,13/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.40274,6.892376,,Hesperomyces virescens,,,"51.40274,6.892376"
,,14/05/2021,,,14/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.01419,8.208375,,Hesperomyces virescens,,,"50.01419,8.208375"
109000000,2021/05/15 11:29 PM EEST,15/05/2021,,,2021-05-15 20:29:00 UTC,Athens,2562872,panagiotisd,iNaturalist,2022-03-14 21:31:12 UTC,2022-04-14 15:31:55 UTC,needs_id,,https://www.inaturalist.org/observations/108612151,https://static.inaturalist.org/photos/182900353/medium.jpg,"Servia 505 00, Greece",40.18588,22.0028,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"40.18588,22.0028"
,,15/05/2021,,,15/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.59956,13.38942,,Hesperomyces virescens,,,"52.59956,13.38942"
,,16/05/2021,,,16/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.90112,8.480127,,Hesperomyces virescens,,,"49.90112,8.480127"
79152696,########,17/05/2021,,,2021-05-17 09:25:36 UTC,Berlin,2312646,tymdek,iNaturalist,2021-05-17 14:47:06 UTC,2022-04-28 19:43:21 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/79152696,https://static.inaturalist.org/photos/129617600/medium.jpeg,"Bremen UniversitÃƒÂ¤t-Ost, 28359 Bremen, Deutschland",53.10625,8.864507,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"53.10625,8.864507"
,,17/05/2021,,,17/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.96418,6.865313,,Hesperomyces virescens,,,"50.96418,6.865313"
81914472,2021/05/19 5:04 PM CEST,19/05/2021,,,2021-05-19 15:04:00 UTC,Paris,1409524,mobbini,iNaturalist,2021-06-06 19:28:31 UTC,2021-06-07 06:17:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81914472,https://inaturalist-open-data.s3.amazonaws.com/photos/134308380/medium.jpg,"WaldstraÃƒÅ¸enviertel, Leipzig, Deutschland",51.34605,12.35699,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"51.34605,12.35699"
,,20/05/2021,,,20/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.52189,7.3545,,Hesperomyces virescens,,,"51.52189,7.3545"
,,23/05/2021,,,23/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.4505,7.056501,,Hesperomyces virescens,,,"51.4505,7.056501"
80145785,########,24/05/2021,,,2021-05-24 15:29:57 UTC,Berlin,1985181,trichocereus,iNaturalist,2021-05-24 19:26:10 UTC,2021-05-25 12:40:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80145785,https://inaturalist-open-data.s3.amazonaws.com/photos/131332888/medium.jpeg,"Merkenich, 50769 KÃƒÂ¶ln, Deutschland",51.01894,6.970967,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"51.01894,6.970967"
80476164,########,27/05/2021,,,2021-05-27 10:37:14 UTC,Zagreb,3404945,danijelostovi,iNaturalist,2021-05-27 13:29:47 UTC,2021-05-27 15:00:10 UTC,research,CC0,https://www.inaturalist.org/observations/80476164,https://inaturalist-open-data.s3.amazonaws.com/photos/131905531/medium.jpeg,"10090, Zagreb, Croatia",45.79676,15.87017,Green Beetle Hanger,Hesperomyces virescens,,,"45.79676,15.87017"
,,27/05/2021,,,27/05/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,47.7176,7.551004,,Hesperomyces virescens,,,"47.7176,7.551004"
80778324,2021/05/29 3:51 PM CEST,29/05/2021,,,2021-05-29 13:51:00 UTC,Berlin,2827685,odovacrius,iNaturalist,2021-05-29 19:42:38 UTC,2022-02-20 01:00:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/80778324,https://inaturalist-open-data.s3.amazonaws.com/photos/132421960/medium.jpeg,"79235 Vogtsburg im Kaiserstuhl, Deutschland",48.09842,7.685085,Green Beetle Hanger,Hesperomyces virescens,,,"48.09842,7.685085"
80948890,2021/05/30 4:33 PM CEST,30/05/2021,,,2021-05-30 14:33:00 UTC,Berlin,2827685,odovacrius,iNaturalist,2021-05-30 21:26:35 UTC,2022-02-20 01:00:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/80948890,https://inaturalist-open-data.s3.amazonaws.com/photos/132718384/medium.jpeg,"SÃƒÂ¼d, Freiburg im Breisgau, Deutschland",47.9769,7.857174,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"47.9769,7.857174"
82903332,2021/06/01 10:51 PM CEST,1/6/21 0:00,,,2021-06-01 20:51:00 UTC,Berlin,32124,martingrimm,iNaturalist,2021-06-13 20:43:28 UTC,2021-06-14 09:50:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82903332,https://inaturalist-open-data.s3.amazonaws.com/photos/136012788/medium.jpg,"Leipzig 2, Sachsen, Germany",51.25164,12.29445,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"51.25164,12.29445"
81407590,########,3/6/21 0:00,,,2021-06-03 08:43:20 UTC,Vienna,4303371,lennter,iNaturalist,2021-06-03 08:45:26 UTC,2021-06-07 11:09:43 UTC,research,,https://www.inaturalist.org/observations/81407590,https://static.inaturalist.org/photos/133526662/medium.jpeg,"Gemeinde Preding, Ãƒâ€“sterreich",46.86957,15.41563,Green Beetle Hanger,Hesperomyces virescens,,,"46.86957,15.41563"
81474561,########,3/6/21 0:00,,,2021-06-03 14:50:01 UTC,Vienna,477431,carnifex,iNaturalist,2021-06-03 20:02:18 UTC,2021-06-04 01:09:24 UTC,research,CC-BY,https://www.inaturalist.org/observations/81474561,https://inaturalist-open-data.s3.amazonaws.com/photos/133641629/medium.jpeg,"WÃƒÂ¤hring, Wien, Ãƒâ€“sterreich",48.23255,16.34974,Green Beetle Hanger,Hesperomyces virescens,,,"48.23255,16.34974"
,,3/6/21 0:00,,,3/6/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.91465,8.446527,,Hesperomyces virescens,,,"49.91465,8.446527"
,,3/6/21 0:00,,,3/6/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,53.62197,12.30333,,Hesperomyces virescens,,,"53.62197,12.30333"
,,3/6/21 0:00,,,3/6/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.57359,13.20662,,Hesperomyces virescens,,,"52.57359,13.20662"
,,3/6/21 0:00,,,3/6/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.56843,6.841049,,Hesperomyces virescens,,,"51.56843,6.841049"
81665769,2021/06/04 6:20 PM CEST,4/6/21 0:00,,,2021-06-04 16:20:00 UTC,Berlin,463097,richyfourtytwo,iNaturalist,2021-06-05 05:32:15 UTC,2021-10-14 20:54:45 UTC,research,CC-BY,https://www.inaturalist.org/observations/81665769,https://inaturalist-open-data.s3.amazonaws.com/photos/133963926/medium.jpg,"Reinbek, Deutschland",53.50323,10.2365,Green Beetle Hanger,Hesperomyces virescens,,,"53.50323,10.2365"
81839379,Sat Jun 05 2021 13:09:00 GMT+0200 (GMT+2),5/6/21 0:00,,,2021-06-05 11:09:00 UTC,Pretoria,2397403,armin15,iNaturalist,2021-06-06 11:09:18 UTC,2021-06-06 14:08:10 UTC,research,,https://www.inaturalist.org/observations/81839379,https://static.inaturalist.org/photos/134261599/medium.jpg,"Waldgasse, Hofamt Priel, NiederÃƒÂ¶sterreich, AT",48.19863,15.08047,Green Beetle Hanger,Hesperomyces virescens,,,"48.19863,15.08047"
,,5/6/21 0:00,,,5/6/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.92376,11.54024,,Hesperomyces virescens,,,"50.92376,11.54024"
,,5/6/21 0:00,,,5/6/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.59955,13.38896,,Hesperomyces virescens,,,"52.59955,13.38896"
81862651,2021/06/06 2:20 PM CEST,6/6/21 0:00,,,2021-06-06 12:20:00 UTC,Paris,1432567,fauna_mirifica,iNaturalist,2021-06-06 14:23:41 UTC,2021-06-06 21:38:11 UTC,research,,https://www.inaturalist.org/observations/81862651,https://static.inaturalist.org/photos/134294956/medium.jpg,"Berliner Innenstadt, Berlin, Deutschland",52.5206,13.4422,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"52.5206,13.4422"
82052124,2021/06/07 4:23 PM CEST,7/6/21 0:00,,,2021-06-07 14:23:00 UTC,Berlin,1032700,bjoerns,iNaturalist,2021-06-07 17:46:45 UTC,2021-06-07 21:11:22 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/82052124,https://inaturalist-open-data.s3.amazonaws.com/photos/134634145/medium.jpeg,"Meiderich/Beeck, Duisburg, Deutschland",51.4826,6.775702,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"51.4826,6.775702"
